ID,Q20,valid_10_3min,valid_10_5min,valid_8_3min,valid_8_5min,valid_6_3min,valid_6_5min,Q21,Q595,state,urban,Q594,Q1525,Q23,Q5,Q8,Q9,Q1523,Q1524,Q1081_1_1,Q1081_2_1,Q1081_3_1,Q1069_1,Q1069_9,Q1069_6,Q1069_7,Q1069_8,Q1069_10,Q1069_11,Q1069_12,Q1069_13,Q1026_1,Q1026_9,Q1026_6,Q1026_7,Q1026_8,Q1026_10,Q1026_11,Q1026_12,Q1026_13,Q1076,Q1091,Q1077,Q1092,Q1078,Q1073,Q1080,Q1139,Q1141,Q1143,Q1145,Q1506,Q1507,Q1515,Q1516,Q1518,Q1519,Q1521,Q1522,Q1112,Q1130,Q1114,Q1115,Q1129,Q1147,Q1149,Q1150,Q1151,Q1152,fish_Y,Q1071,meals_Y,fish_BY,Q1083,meals_BY,Q747,B_Y_type,L_Y_type,D_Y_type,B_BY_type,L_BY_type,D_BY_type,Q748,Q749,B_Y_source,Q766,Q751,Q762,Q763,Q764,Q765,Q911,Q912,Q913,L_Y_source,Q915,Q916,Q928,Q929,Q930,Q931,Q934,Q935,Q936,D_Y_source,Q938,Q939,Q951,Q952,Q953,Q954,Q957,Q958,Q959,B_BY_source,Q961,Q962,Q974,Q975,Q976,Q977,Q980,Q981,Q982,L_BY_source,Q984,Q985,Q997,Q998,Q999,Q1000,Q1003,Q1004,Q1005,D_BY_source,Q1007,Q1008,Q1020,Q1021,Q1022,Q1023,Q1031,Q1086,Q1074,Q1051,Q1052_1,Q1052_2,Q1052_3,Q1052_4,Q1087,Q1257,Q1090,Q1527,Q2,Q4,Q3,Q14,Q29,Q12,Q15_102,Q15_103,Q15_104,Q15_105,Q15_106,Q15_107,Q15_108,Q15_109,Q15_110,Q15_111,buyer,SDA
99,Lourdes,1,1,1,1,1,1,60901,Koror,Koror,urban,Ngerbeched,1,1,4,3,1,2,1,NA,NA,NA,rarely_never,weekly,rarely_never,rarely_never,daily,daily,daily,rarely_never,rarely_never,once,once,never,never,thrice_plus,thrice_plus,twice,never,never,NA,NA,NA,NA,NA,whole,fillet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,1,2,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1958,1,Protestant,2-year degree,"$30,000-$49,999",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0
100,Lourdes,1,1,1,1,1,1,60901,Koror,Koror,urban,Never beched,1,1,6,0,2,1,NA,50,50,0,bi_monthly,bi_monthly,bi_monthly,bi_monthly,bi_monthly,bi_monthly,daily,weekly,rarely_never,once,once,twice,twice,thrice_plus,thrice_plus,thrice_plus,twice,never,whole,NA,whole,NA,NA,whole,whole,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,2,15,15,12,12,21,NA,1,NA,3,1968,1,Modekngei,HS,"$10,000-$29,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
101,Lourdes,1,1,1,1,1,1,60905,Koror,Koror,urban,Ngerbeched,1,1,5,0,1,1,NA,80,20,0,bi_monthly,weekly,rarely_never,rarely_never,triweekly,triweekly,bi_monthly,bi_monthly,rarely_never,once,twice,thrice_plus,never,twice,twice,thrice_plus,thrice_plus,never,NA,NA,whole,NA,NA,whole,whole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,3,1,2,0,0,NA,NA,NA,basa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,5,4,14,15,12,12,NA,NA,NA,NA,3,1972,1,Catholic,HS,"$10,000-$29,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
102,Lourdes,1,1,1,1,1,1,60901,Koror,Koror,urban,Ngerbeched,1,1,3,0,1,1,NA,36,64,0,daily,daily,bi_monthly,rarely_never,triweekly,triweekly,daily,daily,rarely_never,thrice_plus,thrice_plus,twice,never,thrice_plus,thrice_plus,thrice_plus,thrice_plus,never,NA,NA,belly,NA,NA,belly,fillet,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,2,1,1,3,1,NA,NA,raw_tuna,NA,NA,NA,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,306,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,1,12,NA,NA,NA,NA,NA,5,2,NA,5,15,16,11,12,25,NA,1,NA,4,1983,1,Catholic,some college,"$10,000-$29,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
103,Lourdes,1,1,1,1,1,1,60905,Koror,Koror,urban,Ngerbeched,1,1,3,0,0,1,NA,60,40,0,weekly,bi_monthly,triweekly,rarely_never,daily,daily,daily,bi_monthly,rarely_never,once,thrice_plus,once,once,thrice_plus,thrice_plus,thrice_plus,thrice_plus,never,piece,7,whole,9,3,whole,whole,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,3,1,NA,NA,raw_tuna,NA,NA,NA,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,306,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,1,12,NA,NA,NA,NA,NA,5,2,NA,4,15,15,12,12,25,NA,"1,9",NA,3,1967,1,Protestant,<HS,"<$4,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
104,Lourdes,1,1,1,1,1,1,60905,Koror,Koror,urban,Ngerbeched,1,1,11,2,5,1,NA,50,50,0,triweekly,daily,bi_monthly,rarely_never,daily,daily,daily,daily,rarely_never,thrice_plus,thrice_plus,once,never,thrice_plus,thrice_plus,thrice_plus,thrice_plus,never,NA,NA,whole,8,6,whole,whole,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,"2,3",2,1,3,1,NA,NA,reef,reef,NA,NA,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,1,12,NA,NA,NA,NA,NA,301,NA,1,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,1,12,NA,NA,NA,NA,NA,5,2,NA,4,16,16,12,12,25,NA,"1,9",NA,3,1952,1,Protestant,some college,"$10,000-$29,999",NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,0
105,Lourdes,1,1,1,1,1,1,60905,Koror,Koror,urban,Ngerbeched,1,1,3,2,0,1,NA,64,36,0,daily,daily,daily,bi_monthly,rarely_never,rarely_never,bi_monthly,daily,rarely_never,thrice_plus,thrice_plus,thrice_plus,never,never,never,thrice_plus,thrice_plus,never,NA,NA,whole,9,6,whole,whole,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,2,1,1,"2,3",2,NA,NA,deep_snapper,NA,NA,raw_tuna,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,304,NA,1,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306,NA,2,2,NA,1,NA,NA,NA,NA,301,NA,1,3,NA,NA,NA,NA,NA,NA,5,2,NA,4,14,15,12,12,24,NA,"1,9",NA,3,1945,1,Catholic,advanced_degree,"$50,000-$74,999",NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,0
106,Lourdes,1,1,1,1,1,1,60905,Koror,Koror,urban,Ngerbeched,1,1,8,2,3,1,NA,25,25,50,weekly,triweekly,bi_monthly,rarely_never,daily,daily,daily,daily,rarely_never,twice,twice,once,never,thrice_plus,thrice_plus,thrice_plus,thrice_plus,never,NA,NA,whole,9,40,whole,don't_like,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,3,1,1,"2,3",2,NA,NA,NA,reef,NA,basa,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314,NA,1,2,NA,1,NA,NA,NA,NA,301,NA,1,1,12,NA,NA,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1953,1,Protestant,HS,"$10,000-$29,999",NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,0
107,Lourdes,1,1,1,1,1,1,60701,Koror,Koror,urban,Ngerbeched,1,1,6,6,1,1,NA,0,50,50,daily,daily,bi_monthly,bi_monthly,triweekly,daily,daily,daily,rarely_never,thrice_plus,thrice_plus,twice,twice,thrice_plus,thrice_plus,thrice_plus,thrice_plus,once,whole,54,whole,19,21,belly,fillet,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,"1,2,3",3,NA,NA,NA,reef,reef,reef,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,3,NA,NA,NA,NA,NA,NA,301,NA,1,3,NA,NA,NA,NA,NA,NA,301,NA,1,3,NA,NA,NA,NA,NA,NA,301,NA,1,3,NA,NA,NA,NA,NA,NA,6,NA,5,4,15,16,12,12,NA,NA,NA,NA,3,1985,1,Catholic,HS,"$5,000-$9,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
108,Lourdes,1,1,1,1,1,1,60701,Koror,Koror,urban,Meketii,1,1,4,2,0,1,NA,0,50,50,bi_monthly,triweekly,rarely_never,rarely_never,rarely_never,daily,daily,daily,rarely_never,thrice_plus,thrice_plus,once,once,never,thrice_plus,thrice_plus,thrice_plus,once,whole,19,whole,27,13,belly,fillet,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,3,1,NA,NA,reef,NA,NA,NA,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,1,12,NA,NA,NA,NA,NA,6,NA,5,5,14,15,12,11,NA,NA,NA,NA,3,1947,1,Catholic,some college,"$30,000-$49,999",NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,0
109,Lourdes,1,1,1,1,1,1,60702,Koror,Koror,urban,Meketii,1,1,5,2,1,1,NA,50,0,50,triweekly,bi_monthly,rarely_never,rarely_never,daily,daily,daily,daily,rarely_never,thrice_plus,twice,never,never,twice,thrice_plus,thrice_plus,thrice_plus,never,NA,NA,NA,NA,12,whole,whole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,1,NA,1,3,1,1,"1,2",2,NA,NA,NA,reef,reef,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,3,NA,NA,NA,NA,NA,NA,301,NA,1,3,NA,NA,NA,NA,NA,NA,301,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1956,1,Protestant,some college,"$30,000-$49,999",NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,0
110,Lourdes,1,1,1,1,1,1,60702,Koror,Koror,urban,Meketii,1,1,4,1,0,1,NA,50,0,50,triweekly,bi_monthly,rarely_never,rarely_never,daily,daily,daily,daily,rarely_never,twice,twice,never,never,thrice_plus,thrice_plus,thrice_plus,thrice_plus,never,NA,NA,NA,NA,6,whole,whole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,"1,2,3",3,1,"2,3",2,301,reef,raw_tuna,reef,NA,reef,reef,NA,1,3,NA,NA,NA,NA,NA,NA,306,NA,1,3,NA,NA,NA,NA,NA,NA,301,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,3,NA,NA,NA,NA,NA,NA,301,NA,1,3,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1951,1,Protestant,advanced_degree,"$50,000-$74,999",NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,0
111,Lourdes,1,1,1,1,1,1,60702,Koror,Koror,urban,Meketii,1,1,3,1,1,1,NA,50,0,50,bi_monthly,bi_monthly,rarely_never,rarely_never,triweekly,daily,daily,daily,rarely_never,once,once,never,never,once,thrice_plus,thrice_plus,thrice_plus,never,NA,NA,NA,NA,3,steak,fillet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,2",NA,NA,NA,1,1,1,NA,NA,NA,2,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1970,1,Catholic,HS,"$5,000-$9,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
112,Lourdes,1,1,1,1,1,1,60702,Koror,Koror,urban,Meketii,1,1,3,1,1,1,NA,74,26,0,triweekly,triweekly,bi_monthly,rarely_never,daily,daily,daily,daily,rarely_never,twice,thrice_plus,never,never,thrice_plus,thrice_plus,thrice_plus,thrice_plus,never,NA,NA,NA,NA,8,whole,whole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,2",1,NA,NA,NA,"1,2",NA,1,NA,NA,NA,0,0,1,2,1,NA,NA,NA,NA,NA,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1983,1,Catholic,<HS,"<$4,999",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,0
113,Lourdes,1,1,1,1,1,1,60702,Koror,Koror,urban,Meketii,1,1,3,0,0,1,NA,100,0,0,bi_monthly,bi_monthly,rarely_never,rarely_never,daily,daily,daily,daily,bi_monthly,never,once,never,never,thrice_plus,thrice_plus,thrice_plus,thrice_plus,never,NA,NA,NA,NA,NA,whole,whole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,2",NA,NA,1,NA,"1,2",NA,1,NA,NA,1,"2,3",2,1,"1,2,3",3,NA,NA,reef,reef,reef,reef,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,1,13,NA,NA,NA,NA,NA,301,NA,1,1,13,NA,NA,NA,NA,NA,301,NA,1,1,13,NA,NA,NA,NA,NA,301,NA,1,1,13,NA,NA,NA,NA,NA,301,NA,1,1,13,NA,NA,NA,NA,NA,5,2,NA,3,NA,NA,NA,NA,25,NA,"1,9",NA,3,1983,1,Catholic,HS,"$5,000-$9,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
114,Lourdes,1,1,1,1,1,1,60702,Koror,Koror,urban,Meketii,1,1,6,0,3,1,NA,100,0,0,weekly,weekly,bi_monthly,rarely_never,bi_monthly,bi_monthly,daily,daily,rarely_never,once,once,once,never,once,twice,thrice_plus,thrice_plus,never,NA,NA,whole,9,3,whole,whole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,"2,3",2,1,2,1,NA,NA,deep_snapper,reef,NA,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304,NA,1,1,5,NA,NA,NA,NA,NA,301,NA,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,4,15,15,11,11,25,NA,"1,9",NA,3,1975,1,Protestant,HS,"$5,000-$9,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
115,Lourdes,1,1,1,1,1,1,60701,Koror,Koror,urban,Meketii,1,1,7,5,2,1,NA,44,0,56,bi_monthly,triweekly,weekly,rarely_never,daily,daily,daily,daily,rarely_never,twice,thrice_plus,once,once,thrice_plus,thrice_plus,thrice_plus,thrice_plus,never,whole,6,whole,9,3,whole,whole,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,2,1,NA,NA,deep_snapper,NA,NA,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,5,16,16,12,12,24,NA,"1,9",NA,3,1936,1,Protestant,HS,"$10,000-$29,999",NA,NA,NA,NA,NA,NA,3,1,2,NA,1,0
116,Lourdes,1,1,1,1,1,1,60701,Koror,Koror,urban,Meketii,1,1,6,3,1,1,NA,50,0,50,daily,daily,bi_monthly,rarely_never,daily,daily,daily,daily,rarely_never,once,once,thrice_plus,never,thrice_plus,thrice_plus,thrice_plus,thrice_plus,never,NA,NA,whole,9,3,whole,whole,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,"2,3",2,1,3,1,NA,NA,reef,reef,NA,NA,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,1,12,NA,NA,NA,NA,NA,301,NA,1,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,1,12,NA,NA,NA,NA,NA,5,1,NA,2,15,15,11,11,NA,4,NA,1,3,1971,1,Catholic,HS,"$5,000-$9,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
117,Lourdes,1,1,1,1,1,1,60701,Koror,Koror,urban,Meketii,1,1,5,3,2,1,NA,50,0,50,triweekly,triweekly,bi_monthly,rarely_never,daily,daily,daily,daily,bi_monthly,twice,twice,once,never,thrice_plus,thrice_plus,thrice_plus,thrice_plus,never,NA,NA,whole,12,6,whole,whole,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,3,1,1,2,1,NA,NA,NA,raw_tuna,NA,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,5,15,15,11,11,23,NA,1,NA,3,1976,1,Protestant,HS,"$10,000-$29,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
118,Lourdes,1,1,1,1,1,1,60701,Koror,Koror,urban,Meketii,1,1,9,6,3,1,NA,100,0,0,weekly,weekly,rarely_never,rarely_never,daily,daily,daily,daily,bi_monthly,once,twice,once,never,thrice_plus,thrice_plus,thrice_plus,thrice_plus,never,NA,NA,whole,13,3,loin,don't_like,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,"2,3",2,1,3,1,NA,NA,reef,reef,NA,NA,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,1,5,NA,NA,NA,NA,NA,301,NA,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,1,5,NA,NA,NA,NA,NA,5,2,NA,3,16,16,12,12,21,NA,1,NA,3,1960,1,Protestant,HS,"$10,000-$29,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
119,Lourdes,1,1,1,1,1,1,60701,Koror,Koror,urban,NA,NA,1,4,2,2,1,NA,50,0,50,weekly,bi_monthly,rarely_never,rarely_never,daily,daily,daily,daily,weekly,once,once,never,never,thrice_plus,thrice_plus,thrice_plus,thrice_plus,never,NA,NA,NA,NA,5,whole,fillet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,1,1,"2,3",2,1,"2,3",2,NA,NA,reef,reef,NA,reef,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,1,12,NA,NA,NA,NA,NA,301,NA,1,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,1,12,NA,NA,NA,NA,NA,301,NA,1,1,12,NA,NA,NA,NA,NA,5,2,NA,4,15,15,11,11,21,NA,"1,9",NA,3,1995,1,Protestant,HS,"$10,000-$29,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
120,Flora,1,1,1,1,1,1,61002,Koror,Koror,urban,Ngerchemai 02,1,1,6,4,2,2,1,NA,NA,NA,rarely_never,rarely_never,bi_monthly,bi_monthly,daily,daily,rarely_never,daily,rarely_never,never,never,once,never,thrice_plus,thrice_plus,never,never,never,NA,NA,loin,3.5,NA,loin,fillet,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,2,0,0,1,1,1,NA,NA,NA,NA,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,2,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1982,1,Catholic,2-year degree,"<$4,999",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
121,Flora,1,1,1,1,1,1,61002,Koror,Koror,urban,Ngerchemai,1,1,1,1,0,2,1,NA,NA,NA,triweekly,triweekly,bi_monthly,rarely_never,weekly,weekly,rarely_never,weekly,rarely_never,thrice_plus,thrice_plus,once,never,thrice_plus,thrice_plus,never,never,never,NA,NA,loin,1.99,NA,loin,fillet,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,2,1,2,0,0,NA,NA,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1970,3,Catholic,HS,"$5,000-$9,999",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
122,Flora,1,1,1,1,1,1,61002,Koror,Koror,urban,Ngerchemai 02,1,1,3,3,3,1,NA,0,100,0,rarely_never,bi_monthly,rarely_never,rarely_never,bi_monthly,bi_monthly,daily,bi_monthly,rarely_never,twice,twice,never,never,thrice_plus,thrice_plus,twice,once,never,NA,NA,NA,NA,2.65,loin,whole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,2,NA,NA,NA,1,2,1,2,0,0,NA,NA,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1956,1,Catholic,<HS,"$5,000-$9,999",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0
